name,enabled,postOnly,priceIncrement,sizeIncrement,minProvideSize,last,bid,ask,price,type,baseCurrency,quoteCurrency,underlying,restricted,highLeverageFeeExempt,change1h,change24h,changeBod,quoteVolume24h,volumeUsd24h
UNISWAPBULL/USD,true,false,0.25,0.0001,0.0001,1098.25,1079.75,1116.25,1098.25,spot,UNISWAPBULL,USD,NaN,false,true,0.004803293687099725,0.03804347826086957,0.052972195589645256,10238.7847,10238.7847
USDTBEAR/USD,true,false,1,0.00001,0.00001,3711,3668,3711,3711,spot,USDTBEAR,USD,NaN,false,true,0,-0.00026939655172413793,0,49.95006,49.95006
USDTBULL/USD,true,false,2.5,0.00001,0.00001,9125,9045,9125,9125,spot,USDTBULL,USD,NaN,false,true,0,0.006063947078280044,0.006063947078280044,26.0975,26.0975
USDTHALF/USD,true,false,0.25,0.00001,0.00001,6170.75,6166.25,6180,6170.75,spot,USDTHALF,USD,NaN,false,true,0,0,0,0,0
USDTHEDGE/USD,true,false,0.5,0.00001,0.00001,4578,4508,4525.5,4525.5,spot,USDTHEDGE,USD,NaN,false,true,-0.00022092124157737766,-0.00022092124157737766,-0.0001104728236853734,0,0
VETBEAR/USD,true,false,1e-8,1000,1000,0.00005399,0.00005365,0.00005434,0.00005399,spot,VETBEAR,USD,NaN,false,true,0.01067016098839386,-0.018006547835576574,-0.022451566177801918,1397.33634,1397.33634
VETBEAR/USDT,true,false,1e-8,1000,1000,0.00005473,0.0000536,0.00005447,0.00005447,spot,VETBEAR,USDT,NaN,false,true,0.013395348837209302,0.007025328156775744,-0.02558139534883721,954.21074,954.2489084296
VETBULL/USD,true,false,0.0005,0.1,0.1,2.1905,2.1725,2.191,2.1905,spot,VETBULL,USD,NaN,false,true,-0.01306600585717504,0.01435517480898356,0.03716856060606061,591226.80115,591226.80115
VETBULL/USDT,true,false,0.0005,0.1,0.1,2.2165,2.178,2.191,2.191,spot,VETBULL,USDT,NaN,false,true,-0.011504624407850215,0.011308562197092083,0.02598922968859752,3034.25855,3034.379920342
VETHEDGE/USD,true,false,0.5,0.00001,0.00001,102,101.5,102.5,102,spot,VETHEDGE,USD,NaN,false,true,0,-0.009708737864077669,-0.004878048780487805,26.967415,26.967415
XAUTBEAR/USD,true,false,1,0.00001,0.00001,3185,3352,3446,3352,spot,XAUTBEAR,USD,NaN,false,true,-0.004455004455004455,0.018535399574597388,0.009030704394942806,0,0
XAUTBULL/USD,true,false,2.5,0.00001,0.00001,6585,6567.5,6632.5,6585,spot,XAUTBULL,USD,NaN,false,true,0,-0.01569506726457399,-0.01569506726457399,103.190775,103.190775
XAUTHALF/USD,true,false,0.25,0.00001,0.00001,6158.25,6147.5,6204,6158.25,spot,XAUTHALF,USD,NaN,false,true,0,-0.004807692307692308,-0.0003246621484517674,0,0
XAUTHEDGE/USD,true,false,0.5,0.00001,0.00001,4908,4771,4849.5,4849.5,spot,XAUTHEDGE,USD,NaN,false,true,-0.000927070457354759,0.005390276769980305,0.006224712107065048,0,0
XLMBEAR/USD,true,false,0.0001,0.1,0.1,0.312,0.3159,0.3187,0.3159,spot,XLMBEAR,USD,NaN,false,true,-0.0009487666034155598,0.03370418848167539,0.053,4112.53459,4112.53459
XLMBULL/USD,true,false,0.0005,0.1,0.1,2.4325,2.4275,2.45,2.4325,spot,XLMBULL,USD,NaN,false,true,-0.020929764540148922,-0.04794520547945205,-0.0604480494399382,62354.0563,62354.0563
XRPBEAR/USD,true,false,1e-8,100000,100000,0.00000209,0.00000211,0.00000215,0.00000211,spot,XRPBEAR,USD,NaN,false,true,-0.009389671361502348,0.014423076923076924,0.02926829268292683,4185.872,4185.872
XRPBEAR/USDT,true,false,1e-8,100000,100000,0.00000218,0.00000211,0.00000215,0.00000215,spot,XRPBEAR,USDT,NaN,false,true,0.004672897196261682,0.03365384615384615,0.03864734299516908,324.603,324.61598412
XRPBULL/USD,true,false,0.0000025,10,10,0.00841,0.0083625,0.00839,0.00839,spot,XRPBULL,USD,NaN,false,true,-0.004449718184514981,-0.03005780346820809,-0.04059462550028588,202284.2609,202284.2609
XRPBULL/USDT,true,false,0.0000025,10,10,0.0083875,0.0083725,0.00841,0.0083875,spot,XRPBULL,USDT,NaN,false,true,-0.006514657980456026,-0.03369815668202765,-0.03813073394495413,59193.515225,59195.882965609
XRPHALF/USD,true,false,1,0.00001,0.00001,15136,15177,15225,15177,spot,XRPHALF,USD,NaN,false,true,-0.00039517881841533294,-0.0059601781503798796,-0.006935811031865471,0,0
XRPHEDGE/USD,true,false,0.01,0.001,0.001,83.54,86.69,86.8,86.69,spot,XRPHEDGE,USD,NaN,false,true,0.0017333025190663276,0.010726361198554272,0.014748917242186585,0,0
XTZBEAR/USD,true,false,5e-8,1000,1000,0.0001508,0.00014925,0.00015115,0.0001508,spot,XTZBEAR,USD,NaN,false,true,-0.02646868947708199,-0.0986252241482367,-0.05897035881435257,418308.7315,418308.7315
XTZBEAR/USDT,true,false,5e-8,1000,1000,0.00015075,0.000149,0.00015125,0.00015075,spot,XTZBEAR,USDT,NaN,false,true,-0.02395597280673357,-0.09241420830824805,-0.07030527289546716,311025.4121,311037.853116484
XTZBULL/USD,true,false,0.00005,1,1,0.1886,0.1872,0.18905,0.1886,spot,XTZBULL,USD,NaN,false,true,0.030038230475150193,0.106158357771261,0.07372615997722744,39970.14405,39970.14405
XTZBULL/USDT,true,false,0.00005,1,1,0.18725,0.1872,0.18965,0.18725,spot,XTZBULL,USDT,NaN,false,true,0.01821642196846112,0.1004995592124596,0.06573705179282868,372751.8984,372766.808475936
XTZHALF/USD,true,false,0.5,0.00001,0.00001,7889.5,7885.5,7905.5,7889.5,spot,XTZHALF,USD,NaN,false,true,0.0016504792737891195,0.01740924624411632,0.011863537257919712,62972.085415,62972.085415
XTZHEDGE/USD,true,false,0.025,0.001,0.001,188.525,188.15,189.15,188.525,spot,XTZHEDGE,USD,NaN,false,true,-0.012052928075461811,-0.03740107224917028,-0.026088079555727756,141575.1708,141575.1708
ZECBEAR/USD,true,false,0.001,0.01,0.01,3.366,3.323,3.366,3.366,spot,ZECBEAR,USD,NaN,false,true,0.01263537906137184,-0.009417304296645085,-0.01,252.06883,252.06883
ZECBULL/USD,true,false,0.00025,0.1,0.1,0.7995,0.7805,0.791,0.791,spot,ZECBULL,USD,NaN,false,true,0.0015827793605571383,0.0118324272465622,0.03500163559044815,31555.493,31555.493
